date,value
All Business,15760
All Business,1380
All Business,1780
All Business,7980
All Business,1780
All Business,4340
All Business,660
All Business,1440
All Business,74900
All Business,1220
All Business,800
All Business,1840
All Business,12460
All Business,1420
All Business,12520
All Business,560
All Business,10000
All Business,4460
All Business,800
All Business,1160
All Business,8100
All Business,92960
All Business,380
All Business,440
All Business,4020
All Business,100
All Business,90740
All Business,520
All Business,20800
All Business,1640
All Business,1120
All Business,360
All Business,6080
All Business,2980
All Business,31060
All Business,740
All Business,12280
All Business,220
All Business,120
All Business,1400
All Business,2240
All Business,900
All Business,11740
All Business,1620
All Business,2180
All Business,8460
All Business,1900
All Business,20100
All Business,426180
All Business,460
All Business,3360
All Business,39860
All Business,180
All Business,380
All Business,174060
All Business,4140
All Business,4020
All Business,4460
All Business,12820
All Business,56080
All Business,58240
All Business,11080
All Business,18960
All Business,9180
All Business,47940
All Business,31040
All Business,5680
All Business,34500
All Business,24640
All Business,2340
All Business,7480
All Business,19560
All Business,22160
All Business,1840
All Business,7760
All Business,220
All Business,2100
All Business,24300
All Business,6080
All Business,4820
All Business,50560
All Business,600
All Business,213880
All Business,6280
All Business,17680
All Business,3860
All Business,96120
All Business,3900
All Business,3520
All Business,15820
All Business,2660
All Business,7900
All Business,3120
All Business,58940
All Business,6740
All Business,440
All Business,12440
All Business,7720
All Business,14920
All Business,2900
All Business,25780
All Business,26540
All Business,1220
All Business,30140
All Business,2720
All Business,4860
All Business,59160
All Business,5960
All Business,13020
All Business,3300
All Business,30000
All Business,11380
All Business,11160
All Business,7180
All Business,12640
All Business,23480
All Business,352700
All Business,129180
All Business,3480
All Business,440
All Business,8200
All Business,460
All Business,27500
All Business,4300
All Business,16840
All Business,73040
All Business,9540
All Business,11860
All Business,197300
All Business,17340
All Business,40980
All Business,32360
All Business,3420
All Business,9240
All Business,36200
All Business,7080
All Business,20220
All Business,19700
All Business,1580
All Business,1500
All Business,85080
All Business,1420
All Business,72040
All Business,7560
All Business,23440
All Business,40740
All Business,11820
All Business,20140
All Business,47200
All Business,4880
All Business,4620
All Business,2280
All Business,24800
All Business,9720
All Business,177800
All Business,10040
All Business,132760
All Business,1000
All Business,6880
All Business,1820
All Business,3600
All Business,15800
All Business,4200
All Business,2780
All Business,5160
All Business,37500
All Business,1140
All Business,2060
All Business,10620
All Business,3600
All Business,3680
All Business,186660
All Business,7120
All Business,13760
All Business,1220
All Business,2220
All Business,38280
All Business,26320
All Business,5360
All Business,11500
All Business,20220
All Business,10020
All Business,146620
All Business,15980
All Business,10500
All Business,460
All Business,6920
All Business,8240
All Business,10300
All Business,88660
All Business,260
All Business,900
All Business,87460
All Business,2520
All Business,5180
All Business,103420
All Business,5240
All Business,102820
All Business,54760
All Business,15660
All Business,1780
All Business,2060
All Business,7220
All Business,12060
All Business,3060
All Business,5060
All Business,380
All Business,3620
All Business,37040
All Business,7500
All Business,9360
All Business,2920
All Business,8080
All Business,193960
All Business,5220
All Business,7420
All Business,5500
All Business,15420
All Business,2120
All Business,23580
All Business,280
All Business,7180
All Business,2500
All Business,17740
All Business,384440
All Business,11080
All Business,11780
All Business,10880
All Business,1340
All Business,6300
All Business,37840
All Business,2460
All Business,23120
All Business,76560
All Business,7540
All Business,3960
All Business,22700
All Business,36220
All Business,1460
All Business,6500
All Business,5280
All Business,13000
All Business,22880
All Business,20500
All Business,4520
All Business,60480
All Business,3140
All Business,283740
All Business,60800
All Business,4080
All Business,6060
All Business,11020
All Business,9960
All Business,6040
All Business,100
All Business,79600
All Business,5980
All Business,13160
All Business,17040
All Business,7960
All Business,34080
All Business,16080
All Business,2540
All Business,4340
All Business,141980
All Business,5680
All Business,62700
All Business,22000
All Business,8880
All Business,8840
All Business,18040
All Business,3760
All Business,22060
All Business,2680
All Business,37640
All Business,165060
All Business,36840
All Business,1400
All Business,10520
All Business,95540
All Business,10720
All Business,6680
All Business,39120
All Business,15720
All Business,14740
All Business,2220
All Business,20660
All Business,24040
All Business,5580
All Business,41940
All Business,7020
All Business,620
All Business,33280
All Business,2340
All Business,5840
All Business,89320
All Business,7280
All Business,24340
All Business,146080
All Business,3540
All Business,2220
All Business,6560
All Business,6540
All Business,20560
All Business,9920
All Business,21120
All Business,2760
All Business,55280
All Business,105820
All Business,15000
All Business,3180
All Business,5900
All Business,2300
All Business,8800
All Business,7740
All Business,155240
All Business,9720
All Business,14440
All Business,1440
All Business,2640
All Business,40040
All Business,2980
All Business,18120
All Business,26260
All Business,3380
All Business,14460
All Business,10600
All Business,44500
All Business,3300
All Business,11400
All Business,860
All Business,240
All Business,6860
All Business,32440
All Business,4360
All Business,14440
All Business,14440
All Business,4420
All Business,29840
All Business,7400
All Business,39300
All Business,166920
All Business,5720
All Business,8960
All Business,6300
All Business,540
All Business,8740
All Business,1320
All Business,12680
All Business,12920
All Business,121920
All Business,61780
All Business,4260
All Business,8840
All Business,7800
All Business,260
All Business,14020
All Business,2580
All Business,16820
All Business,14020
All Business,1140
All Business,15040
All Business,4760
All Business,23840
All Business,2900
All Business,18660
All Business,4260
All Business,2300
All Business,11340
All Business,6640
All Business,1820
All Business,1120
All Business,11580
All Business,5940
All Business,19620
All Business,102920
All Business,29480
All Business,212020
All Business,360
All Business,5400
All Business,1440
All Business,7760
All Business,2220
All Business,3600
All Business,6820
All Business,14220
All Business,4580
All Business,51940
All Business,6160
All Business,15280
All Business,31340
All Business,4220
All Business,3860
All Business,1760
All Business,92780
All Business,19440
All Business,29720
All Business,3580
All Business,61160
All Business,23780
All Business,3860
All Business,15440
All Business,12340
All Business,9160
All Business,2640
All Business,3560
All Business,22120
All Business,6400
All Business,430720
All Business,7640
All Business,2340
All Business,2460
All Business,50660
All Business,13960
All Business,1240
All Business,3080
All Business,16420
All Business,2520
All Business,3400
All Business,21400
All Business,8940
All Business,240
All Business,5300
All Business,2040
All Business,4420
All Business,8780
All Business,2940
All Business,26580
All Business,1100
All Business,500
All Business,37060
All Business,6260
All Business,3480
All Business,48840
All Business,47760
All Business,28820
